ID	name	latitude	longitude	rdc	
189101	MERCRYSW	36.64658	-116.003952	0	 
189011	VALLEYTP	36.53743	-116.399643	0	 
189004	BONDGDTP	36.891159	-116.750702	0	 
189024	CHARLSTN	36.204861	-116.114014	0	 
189021	DESERT	36.381859	-115.381416	0	 
189105	FRENCH-FLAT	36.850189	-115.999023	0	 
189020	GAMEBIRD	36.161461	-115.899834	0	 
189016	INNOVATION	36.58287	-115.948273	0	 
189100	JACKASSF	36.769119	-116.259262	0	 
189018	JOHNNIE	36.433281	-116.071182	0	 
189005	LTHRPWLS	36.670238	-116.3657	0	 
189106	MERC-DIST	36.66396	-115.997353	0	 
189000	PAHRUMP	36.197689	-115.968147	0	 
189008	SANDY	36.00909	-115.630859	0	 
189102	STOCK-WASH	37.152401	-116.24218	0	 
189022	THSNDAIR	36.132759	-115.949097	0	 
189103	TWEEZER	36.977779	-116.048859	0	 
189104	VALLEY-NTS	37.164101	-116.108871	0	 
189010	VALLEYVE	36.539719	-116.488083	0	 
189013	VISTA	36.317699	-116.01078	0	 
24006	ALMITOSE	33.7715	-118.100601	0	 
24015	ARCO	33.765301	-118.225403	0	 
24016	BARRE	33.808998	-117.983101	0	 
24019	CAMINO	34.844799	-114.9674	0	 
24021	CENTER	33.928799	-118.105797	0	 
24025	CHINO	33.9981	-117.678398	0	 
24029	DELAMO	33.847599	-118.097	0	 
24036	EAGLROCK	34.150799	-118.184303	0	 
24040	EL	33.896	-118.372398	0	 
24042	ELDORDO	35.7971	-115.007912	0	 
24044	ELLIS	33.6847	-117.9431	0	 
24049	ELSEGNDO	33.908401	-118.422897	0	 
24056	ETIWANDA	34.089001	-117.526901	0	 
24058	GOLETA	34.467999	-119.884399	0	 
24059	GOULD	34.2215	-118.187103	0	 
24061	HARBOR	33.778801	-118.227303	0	 
24065	HINSON	33.819599	-118.222603	0	 
24069	HUNTGBCH	33.646126	-117.977913	0	 
24072	JOHANNA	33.713501	-117.851997	0	 
24074	LA	33.8703	-118.333504	0	 
24076	LAGUBELL	33.9762	-118.147797	0	 
24082	LCIENEGA	34.000599	-118.378403	0	 
24084	LITEHIPE	33.880199	-118.175102	0	 
24086	LUGO	34.366699	-117.369713	0.1539	 
24087	MAGUNDEN	35.361	-118.921799	0	 
24091	MESA	34.035301	-118.111397	0	 
24092	MIRALOMA	34.007801	-117.564201	0	 
24097	MOHAVE	35.1474	-114.59536	0	 
24099	MOORPARK	34.2817	-118.902603	0	 
24100	OLINDA	33.9459	-117.922302	0	 
24101	OMAR	35.4515	-118.983902	0	 
24106	ORMOND	34.130699	-119.167099	0	 
24112	PADUA	34.120098	-117.639397	0	 
24114	PARDEE	34.439098	-118.583	0	 
24115	PASTORIA	34.9352	-118.842903	0	 
24125	REDONDO	33.852501	-118.393799	0	 
24126	RIOHONDO	34.105499	-117.980499	0	 
24128	S.CLARA	34.300598	-119.166702	0	 
24131	S.ONOFRE	33.369701	-117.554298	0	 
24132	SANBRDNO	34.0798	-117.238503	0	 
24134	SANTIAGO	33.665001	-117.767601	0	 
24138	SERRANO	33.8288	-117.789597	0	 
24141	SPRINGVL	36.1082	-118.9375	0	 
24142	SYC	35.454899	-119.002296	0	 
24151	VALLEYSC	33.739201	-117.156502	0	 
24153	VESTAL	35.841599	-119.084999	0	 
24154	VILLA	33.815701	-117.834801	0	 
24156	VINCENT	34.486301	-118.118599	0	 
24158	WALNUTW	34.007999	-117.949997	0	 
24198	CHEVMAIN	33.903198	-118.397903	0	 
24200	SAUG	34.422001	-118.575798	0	 
24217	WARNETAP	34.7038	-118.744904	0	 
24218	WARNE	34.6852	-118.788696	0	 
24219	PISGAH	34.7817	-116.384804	0	 
24234	RECTRSVC	36.303799	-119.244003	0	 
24236	RANCHVST	34.088299	-117.537003	0	 
24273	SKYRIVER	35.207298	-118.247704	0	 
24301	BIG	37.203999	-119.242996	0	 
24302	BIG	37.2001	-119.306801	0	 
24303	BIG	37.209599	-119.328903	0	 
24304	BIG	37.138802	-119.488701	0	 
24305	BIG	37.209599	-119.328903	0	 
24316	MAMMOTH	37.2202	-119.337997	0	 
24320	EASTWOOD	37.1479	-119.256599	0	 
24350	HIDESERT	34.5952	-117.3629	0	 
24374	RED	33.6992	-115.314003	0	 
24627	CIMA	35.252201	-115.515701	0	 
24403	BAILEY	34.776501	-118.774696	0	 
29402	MW_WRLWND_32	34.858498	-118.437302	0	 
24601	VICTOR	34.505901	-117.387497	0	 
24647	IVANPAH	35.544498	-115.468102	0	 
24655	MANZANA	34.9203	-118.447998	0	 
24701	KRAMER	34.989101	-117.542603	0	 
24706	BLM	36.001499	-117.790199	0	 
24707	BLM	36.005699	-117.810303	0	 
24729	INYO	37.342205	-118.440895	0.12	 
24736	LUZ	35.0266	-117.348297	0	 
24781	NAVYCOSO	36.018589	-117.791496	0	 
24795	SANDLOT	34.997002	-117.303001	0	 
24801	Devers	33.939079	-116.577721	0	 
24806	MIRAGE	33.818199	-116.368797	0	 
24920	Mountainview	34.082203	-117.239059	0	 
24900	Colorado	33.581799	-114.816299	0	 
24901	Vista	34.040993	-117.32	0	 
24960	DSRTSUNLIGHT	33.809898	-115.401497	0	 
24972	GENESIS	33.66	-114.982399	0	 
25001	GOODRICH	34.151402	-118.087997	0	 
25003	DSRTSTLN	35.574001	-115.436401	0	 
25100	MERCHANT	35.790001	-114.994202	0	 
25201	LEWIS	33.809502	-117.899002	0	 
25401	EAGLEMTN	33.809399	-115.451103	0	 
25402	GENE	34.291199	-114.170898	0	 
25405	IRON	34.1492	-115.122002	0	 
25512	JHINDMWD	33.7062	-115.627098	0	 
25616	PEARBLSM	34.509102	-117.919601	0	 
25613	Lebec	34.954967	-118.844315	0	 
25654	VIEJOSC	33.667	-117.642197	0	 
25666	EL	33.9664	-117.0774	0	 
29040	IEEC	33.738701	-117.1679	0	 
29050	PSTRIA	34.955898	-118.843498	0	 
29100	SENTINEL	33.936901	-116.571098	0	 
29200	EME	34.008301	-117.944504	0	 
29206	BUCK230	33.616501	-114.6847	0	 
29401	WINDHUB	35.035198	-118.2808	0	 
29400	Antelope	34.687283	-118.300499	0	 
29440	KINGBIRD	34.847301	-118.430901	0	 
29441	FREEBIRD	34.8489	-118.369598	0	 
29469	NSR_Sub	35.3452	-118.185699	0	 
29530	AVENUE	34.820019	-118.408569	0	 
29550	ROSE_MDW	34.889099	-118.444901	0	 
29600	SOLAR RN	34.787361	-118.43219	0	 
29630	SOLEIL	34.940701	-118.339302	0	 
29665	TEDDY	34.846752	-118.39547	0	 
29905	ELSEG56	33.908401	-118.422897	0	 
189116	Q1341_STR	35.833241	-115.011826	0	 
189068	T2	36.521366	-116.499504	0	 
189160	TROUT	35.833241	-115.011826	0	 
189040	SLOAN CYN	35.807899	-115.030533	0	 
24574	ALMITOS_ENGY	33.767403	-118.099365	0	 
25529	ALMITOS_ES	33.767403	-118.099365	0	 
29698	BIG SKY	34.686386	-118.304375	0	 
29795	NORTH BIGSKY	34.72192	-118.306137	0	 
29691	DESRT_STR	34.837818	-118.476265	0	 
29713	Garlnd	34.828899	-118.511253	0	 
24369	HUNTBCH_ENGY	33.645607	-117.976532	0	 
25103	CMS1_HS	35.78968	-114.997475	0	 
25108	CMS2 HS	35.792187	-114.969101	0	 
25116	CMS4 HS	35.778145	-114.970032	0	 
29412	CPC_WEST_4A	35.039185	-118.36219	0	 
29422	CPC_EAST	35.008377	-118.241173	0	 
29570	SUNCREEK	35.02124	-118.297379	0	 
24971	BLACK CREEK	33.691776	-114.757874	0	 
24979	DRACKER	33.674576	-114.754684	0	 
29468	MANDIBLE	35.207298	-118.247704	0	 
29670	DSTFLWER	34.848564	-118.327499	0	 
29676	RATTLSNK	34.863266	-118.378944	0	 
29797	VALENTINE_S	34.916637	-118.38961	0	 
29382	BIG_BEAU	34.910137	-118.372772	0	 
29485	RSTREE	35.06366	-118.250465	0	 
29746	GASKEL_WEST	34.833427	-118.546715	0	 
29411	CPC_WEST	35.02309	-118.295967	0	 
29438	CPC_EAST_6A	35.029732	-118.220367	0	 
29574	SUB 6D	35.03046	-118.220184	0	 
29575	SUB 6E	35.093624	-118.202225	0	 
29572	SUB 6B	35.066105	-118.388474	0	 
29571	SUB 6A	35.049805	-118.275642	0	 
24260	WINDSTAR1	35.001488	-118.291725	0	 
24250	WESTWIND	35.043789	-118.276405	0	 
24245	EASTWIND	35.044678	-118.276321	0	 
24265	WINDSTAR2	35.053139	-118.359955	0	 
24269	TEHACHAPI	35.099445	-118.378159	0	 
29684	ROY_SUB	34.823296	-118.432899	0	 
24760	OXBOW  B	37.335327	-118.481789	0	 
24748	OXBOW  A	39.966312	-117.855736	0	 
25130	CENTIPEDE	33.587296	-114.735283	0	 
25730	SUNCATCHER	33.690079	-114.77401	0	 
29270	CRIMSON	33.581818	-114.813393	0	 
25277	ATHOS	33.715523	-115.317673	0	 
25299	ATHOS_SUB1N	33.729782	-115.339264	0	 
25278	ATHOS_SUB2	33.739079	-115.344254	0	 
25029	BLACK_RANCH	33.801212	-115.401108	0	 
25240	ALMASOL	33.691444	-115.221603	0	 
24717	COLWATER	34.863068	-116.854301	0	 
24779	LUZ8	35.030621	-117.356163	0	 
24780	LUZ9	35.033352	-117.338165	0	 
24796	ALBA	35.013	-117.329994	0	 
24797	OCASO	35.002304	-117.304863	0	 
25996	TWINKLE	34.984154	-117.649765	0	 
25760	TOT810H	34.86869	-116.805916	0	 
25769	TOT811H	34.86869	-116.805916	0	 
29927	BELLEFIELD	35.012646	-118.077904	0	 
29959	SUNWARD_2	35.026241	-118.150955	0	 
25955	TOT896_H	35.841259	-119.071129	0	 
25233	TOT789	33.931744	-116.570953	0	 
25590	HIDESERT_TAP	34.595215	-117.362053	0	 
25591	COLUSA	34.622601	-117.366867	0	 
24384	EAST TS	33.986599	-117.714897	0	 
24385	WEST TS	33.9701	-117.774101	0	 
24723	CONTROL	37.336288	-118.481255	0	 
24855	PRIMM	35.641026	-115.348518	0	 
24856	SILVERST	35.634293	-115.342346	0	 
29250	PV_CLRVR_11	33.517464	-113.743378	0	 
29252	dvrs_rb_11	33.671387	-115.55909	0	 
29406	HIGHWIND	35.1073	-118.3834	0	 
29293	SUNWARD	35.026257	-118.150925	0	 
29291	SANBORN SUB	35.024982	-118.140694	0	 
29292	EDWARDS SUB	34.95797	-118.107071	0	 
15224	ABEL	33.149086	-111.4701	0	 
15201	AGUAFRIA	33.554169	-112.21611	0.5	 
15202	ALEXANRD	33.571346	-112.109383	0	 
15203	ANDERREC	33.376709	-112.083817	0	 
15092	ARLNGVLY	33.340805	-112.889046	0	 
15101	ASARCO	33.002834	-110.776131	0	 
15180	AVSOLAR	33.340145	-112.856506	0	 
150001	BOLSTER	33.330971	-112.124237	0	 
15204	BRANDOW	33.439415	-111.911934	0	 
15051	BROWNING	33.354889	-111.59745	0	 
15104	CARLOTA	33.37991	-110.954857	0	 
15130	CARREL	33.386612	-111.492516	0	 
15096	CHUKAR	33.347637	-112.845718	0	 
159035	COCHRAN	33.059917	-111.336739	0	 
15259	COOLDGEN	0	0	0	 
15205	CORBLREC	33.358551	-111.829163	0	 
15001	CORONADO	34.57777	-109.279114	0	 
15138	CRUSHER	32.998661	-110.78614	0	 
15235	DBG	32.903782	-111.791725	0.5	 
15223	DINOSAUR	33.276375	-111.516235	0	 
15087	DUKE	32.96246	-111.995041	0	 
159041	ELEVENMILE	0	0	0	 
15105	ELLISON	33.41304	-110.85833	0	 
15106	FRAZIER	33.663643	-111.123787	0	 
15110	GASCLEAN	33.414558	-110.861557	0	 
159970	GILARIVR	32.975563	-112.693039	0	 
15206	GOLDFELD	33.452744	-111.509033	0	 
150019	GRANDCTL	32.505505	-111.341225	0	 
150017	HALO	0	0	0	 
15093	HARQUHAL	33.475414	-113.112144	0	 
15090	HASSYYAM	33.346123	-112.852203	0.14	 
15108	HAYDEN	33.004803	-110.77964	0	 
15227	Henshaw	33.274078	-111.89212	0	 
15109	HORSMESA	33.590706	-111.343712	0	 
15089	JOJOBA	33.229809	-112.620399	0	 
15111	KEARNY	33.053501	-110.899513	0	 
15113	KNOLL	33.156811	-110.983093	0	 
15219	KNOX	33.291721	-111.965416	0	 
15011	KYRENE	33.351807	-111.941971	0.5	 
15094	MESQUITE	33.345367	-112.863075	0	 
15114	MIAMI	33.39962	-110.867523	0	 
15115	MOONSHIN	33.419472	-110.872887	0	 
15116	MORRIS	33.146629	-110.975906	0	 
15117	MRMNFLAT	33.553921	-111.44471	0	 
15118	OAKFLAT	33.306152	-111.068382	0	 
15208	ORME	33.419334	-112.188545	0	 
15021	PALOVRDE	33.386875	-112.858902	0	 
15209	PAPAGOBT	33.483856	-111.939735	0	 
15031	PERKINS	33.704266	-112.325653	0	 
15119	PINAL	33.403561	-110.821938	0	 
15080	PINAL_C	32.870541	-111.562393	0	 
15088	PINALTEP	32.995609	-112.197083	0	 
15211	PINPK	33.70443	-111.937973	0	 
15121	PINTOVLY	33.394466	-110.964058	0	 
15240	RANDOLPH	32.916191	-111.509003	0	 
15122	RAY	33.164921	-110.999222	0	 
15123	REFINERY	33.42041	-110.862823	0	 
15212	ROGERS	33.425911	-111.800056	0.76	 
15134	ROOSEVLT	33.671619	-111.161377	0	 
15061	RUDD	33.412113	-112.317574	0	 
159030	SANDSTONE	33.049164	-111.455818	0	 
15213	SANTAN	33.331337	-111.750542	0	 
15214	SCHRADER	33.245373	-111.832664	0	 
15041	SILVERKG	33.339008	-111.035538	0	 
15127	SPURLOCK	33.353748	-111.453011	0	 
15128	STEWMTN	33.566971	-111.533722	0	 
15010	SUGRLOAF	34.635651	-110.135002	0	 
15129	SUPERIOR	33.294167	-111.121666	0	 
15216	THUNDRST	33.426891	-111.674911	0	 
15131	TRASK	33.303165	-111.104034	0	 
150031	VAH	32.522717	-111.304108	0	 
15217	WARDREC	33.42337	-111.910988	0	 
15218	WHITETNK	33.466335	-112.313576	0	 
65000	FIFTH	40.766102	-111.905098	0	 
65001	70TH	40.623299	-111.966698	0	 
65002	70TH_SO	40.623325	-111.966667	0	 
65005	ABAJO	37.3046	-109.548401	0	 
65006	ABAJO	37.304585	-109.548439	0	 
65010	SCOVILLE	43.5369	-112.936996	0	 
65012	106THSO	40.556	-111.901001	0	 
65013	118THSO1	40.539299	-111.8965	0	 
65015	SCOV_IPC	43.536949	-112.937012	0	 
65016	118THSO1	40.539326	-111.896469	0	 
65020	MAGCORP3	40.8797	-112.731796	0	 
65021	MAGCORP	40.879734	-112.731781	0	 
65022	MAGCORP3	40.879734	-112.731781	0	 
65025	AMPS	44.09	-112.614403	0	 
65026	AMPS	44.089977	-112.614388	0	 
65030	INTNLSWR	40.515301	-112.296303	0	 
65036	ARGYLE	0	0	0	 
65037	ARW2	40.077301	-111.686401	0	 
65038	ARW1	40.07729	-111.686401	0	 
65039	ARW2	40.07729	-111.686401	0	 
65040	ANGEL	41.067799	-111.9888	0	 
65041	ANGEL	41.067818	-111.988754	0	 
65045	ANGEL_TAP	41.067818	-111.988754	0	 
65050	SCOVILLE	43.536949	-112.937012	0	 
65055	ANSCHUTZ	41.063099	-111.058296	0	 
65060	ANT	43.462399	-105.329903	0	 
65065	ANTLOP_1	43.533688	-112.926384	0	 
65070	ANTLOP_2	43.533688	-112.926384	0	 
65075	ANTLOPE	43.533699	-112.926399	0	 
65080	ANTLOPE	43.533688	-112.926384	0	 
65085	ASHLEY	40.508598	-109.575699	0	 
65086	ASHLEY	40.508579	-109.575684	0	 
65087	NAPLES	40.508598	-109.575699	0	 
65090	ATLANTIC	42.5252	-108.762199	0	 
65095	BADWATER	43.310001	-107.620003	0	 
65096	BUFFALO	42.735001	-107.07	0	 
65100	BAIROIL	42.238899	-107.549103	0	 
65101	BAIROIL	42.23888	-107.549072	0	 
65102	BAIROIL	42.23888	-107.549072	0	 
65105	BAR-X	41.6166	-108.406197	0	 
65106	BAR-X	41.61655	-108.406227	0	 
65110	BARNEY	40.574299	-112.110901	0	 
65115	BARNEY	40.574287	-112.110901	0	 
65120	BEAVR	38.274502	-112.661003	0	 
65121	BEAVR_CT	38.274532	-112.660988	0	 
65125	AGRIUM	42.7327	-111.547699	0	 
65135	BENLOMND	41.339119	-112.048065	0	 
65140	BENLOMND	41.3391	-112.048103	0	 
65145	BENLOMND	41.339119	-112.048065	0	 
65155	BIGGRASS	44.001099	-112.170502	0	 
65156	BIGGRASS	44.001049	-112.170181	0	 
65158	BLM15	37.052032	-113.586571	0	 
65159	BLH15	37.057323	-113.549286	0	 
65160	BIRCH	41.534698	-111.110001	0	 
65161	BLMINGTP	37.042	-113.627098	0	 
65162	SWR	37.041599	-113.6269	0	 
65163	BLM2_15	37.042042	-113.627136	0	 
65164	BLMINTNG	37.042042	-113.627136	0	 
65165	BLACKSFK	41.6833	-109.903702	0	 
65166	BLACKSFK	41.683289	-109.903664	0	 
65167	BLACKHWK	39.477001	-111.000099	0	 
65168	BLACKHWK	39.476955	-111.000069	0	 
65170	BLNDL_G1	38.48896	-112.853485	0	 
65171	BLNDL_G2	38.48896	-112.853485	0	 
65172	BLOOMGTN	37.051998	-113.586601	0	 
65173	BLMINGTP	37.042042	-113.627136	0	 
65174	BLOOMHIL	37.057301	-113.549301	0	 
65175	BLUE	41.590401	-109.5205	0	 
65176	MANSFACE	41.533798	-109.490501	0	 
65185	BLNDL	38.488998	-112.8535	0	 
65191	BONANZA	40.086029	-109.290054	0	 
65192	BONANZA	40.086029	-109.290054	0	 
65194	CHAPITA	40.039101	-109.419502	0	 
65195	BONNEVIL	43.555	-112.220299	0	 
65196	BONNEVIL	43.554993	-112.220291	0	 
65205	BOUNTIF2	40.918301	-111.903702	0	 
65206	BOUNTIF1	40.918282	-111.903709	0	 
65207	BOWLER	37.7071	-113.698196	0	 
65208	BOWLER	37.707077	-113.698242	0	 
65215	BRDGRP	41.533199	-109.478104	0	 
65220	BRIDGER4	41.737999	-108.786697	0	 
65221	BRIDGER	41.738003	-108.786705	0	 
65225	BRIGHAM	41.503101	-112.004097	0	 
65226	BRIGHAM	41.503117	-112.004135	0	 
65229	BROOKLWN	38.274532	-112.660988	0	 
65230	BROOKLWN	38.274502	-112.661003	0	 
65231	BW2	37.185299	-113.359398	0	 
65232	BRTWD_TP	37.185345	-113.359436	0	 
65234	BRENTWD	37.185345	-113.359436	0	 
65235	BUFFALO	44.3545	-106.654198	0	 
65240	BTLRV#4	40.624298	-111.822701	0	 
65241	BUTVILLE	40.624283	-111.822655	0	 
65242	BW1_15	37.185345	-113.359436	0	 
65243	BW2_15	37.185345	-113.359436	0	 
65245	CAMERON	38.2803	-112.595398	0	 
65250	CAMERON	38.280338	-112.595428	0	 
65258	CAMP_W	40.468395	-111.948341	0	 
65259	CAMPSVC	40.468395	-111.948341	0	 
65260	CAMPWILL	40.468399	-111.948303	0	 
65261	CAMP_WIL	40.468395	-111.948341	0	 
65266	CANYON_R	0	0	0	 
65267	CNRD	0	0	0	 
65269	ARG	0	0	0	 
65280	CARBON	39.7271	-110.862198	0	 
65286	3MIKNOLL	42.71003	-111.596436	0	 
65291	3MIKNOLL	42.71003	-111.596436	0	 
65293	CARR	44.320202	-105.898102	0	 
65300	CASPERPP	42.8713	-106.3591	0	 
65305	CASPERPP	42.871288	-106.359138	0	 
65306	CASPERPP	42.871288	-106.359138	0	 
65307	CASPER_TP	42.871288	-106.359138	0	 
65310	CENTENL2	40.733002	-111.990097	0	 
65311	THREE_&1	37.807941	-113.158913	0	 
65312	THREE	37.8009	-113.159103	0	 
65313	THREE_PK	37.807941	-113.158913	0	 
65314	THREE	37.800041	-113.156921	0	 
65315	CENTRAL	37.412899	-113.643898	0	 
65316	CENTERST	42.854591	-106.325508	0	 
65317	BRYAN	42.85862	-106.298019	0	 
65318	REFNRY1	42.85844	-106.247017	0	 
65319	REFNRY2	42.85844	-106.247017	0	 
65320	CHAPPELC	42.249401	-110.2239	0	 
65321	CHAPPELC	42.249447	-110.223854	0	 
65322	ELKHORN	42.82803	-106.243088	0	 
65338	CW	37.1856	-113.297897	0	 
65339	CLIF_WIL	37.185612	-113.29789	0	 
65340	CLINTON2	41.141499	-112.057297	0	 
65341	CLIN_WT	41.141499	-112.057259	0	 
65342	CLIN_ET	41.141499	-112.057259	0	 
65345	GRIND3	40.584801	-112.099197	0	 
65350	COLEMAN4	37.6856	-113.084099	0	 
65351	COLEMANX	37.6856	-113.084099	0	 
65352	COLEMAN	37.6856	-113.084099	0	 
65360	CONDA	42.7327	-111.547699	0	 
65363	CORAL12	37.155151	-113.437828	0	 
65364	CR1TAP	37.155201	-113.437798	0	 
65365	COTT#2	40.688599	-111.860298	0	 
65366	COTTONWD	40.688576	-111.860313	0	 
65370	COVE	42.5145	-111.7939	0	 
65371	COVE	40.261398	-110.025597	0	 
65374	CRAVENCK	41.823898	-110.328796	0	 
65376	CR1TAP	37.155151	-113.437828	0	 
65380	Crystal	43.590599	-110.822601	0	 
65384	3MIKNOLL	42.709999	-111.596397	0	 
65385	JBRIDGER	41.738003	-108.786705	0	 
65386	BRIDGER1	41.734589	-108.789772	0	 
65387	BRIDGER2	41.734589	-108.789772	0	 
65388	BRIDGER3	41.734589	-108.789772	0	 
65389	BRIDGER4	41.734589	-108.789772	0	 
65390	CUDAHY	40.842899	-111.945198	0	 
65391	CURRNTC1	39.821926	-111.89579	0	 
65392	CURRNTC2	39.821926	-111.89579	0	 
65393	CURRNTS1	39.821926	-111.89579	0	 
65394	CURRANTC	39.821899	-111.895798	0	 
65395	CTLR	41.8349	-112.052597	0	 
65400	CUTLER	41.834869	-112.052635	0	 
65405	CTLR_G1	41.834869	-112.052635	0	 
65406	CTLR_G2	41.834869	-112.052635	0	 
65408	CW_15	37.185612	-113.29789	0	 
65409	CMP	40.161499	-111.593102	0	 
65410	CMP	40.161476	-111.593102	0	 
65420	DAVEJON4	42.8368	-105.778503	0	 
65425	DAVEJOHN	42.836842	-105.778549	0	 
65426	DAVEJOHN	42.836842	-105.778549	0	 
65430	DAVEJON1	42.836842	-105.778549	0	 
65435	DAVEJON2	42.836842	-105.778549	0	 
65440	DAVEJON3	42.836842	-105.778549	0	 
65445	DAVEJON4	42.836842	-105.778549	0	 
65446	DC_15	37.103226	-113.56279	0	 
65454	DIMPL2	40.557499	-111.836601	0	 
65455	DECKLK	40.7061	-111.951302	0	 
65457	DG_UPLCO	40.254745	-110.144081	0	 
65458	BLUE	40.216301	-110.303596	0	 
65459	DUCHESNE	40.213402	-110.388603	0	 
65460	DIFICULT	42.3489	-106.229797	0	 
65461	HLFWY_TP	37.117336	-113.623306	0	 
65463	DIXCLTP	37.103199	-113.562798	0	 
65464	DS15	37.1409	-113.372704	0	 
65465	PURG	37.115101	-113.440102	0	 
65467	DIXCLTP	37.103226	-113.56279	0	 
65468	DT12	40.0438	-111.727898	0	 
65469	Green	44.0844	-111.334801	0	 
65470	DRUMMOND	43.9907	-111.3395	0	 
65471	DRY	40.144699	-111.633202	0	 
65472	DRY_CREK	40.14473	-111.633247	0	 
65473	DUMAS_1	40.528721	-111.864471	0	 
65474	DUMAS_2	40.528721	-111.864471	0	 
65475	DUMAS	40.528702	-111.864502	0	 
65476	DS15	37.14085	-113.372681	0	 
65480	East	43.472099	-110.777199	0	 
65485	EAGLE	43.467999	-112.162201	0	 
65487	ER	37.092499	-113.5532	0	 
65490	EHUNTR_1	38.910309	-111.251968	0	 
65495	EHUNTR_2	38.910309	-111.251968	0	 
65499	E	41.222301	-111.931	0	 
65500	EHUNTR_3	38.910309	-111.251968	0	 
65501	ELAYTON2	41.103699	-111.945198	0	 
65502	ELAYTON1	41.103718	-111.945175	0	 
65503	ELAYTON2	41.103718	-111.945175	0	 
65505	EL	41.240101	-111.93	0	 
65506	EL_MONTE	41.240105	-111.92997	0	 
65508	ELKMEDOW	38.3228	-112.381798	0	 
65509	ELKMEDOW	38.322762	-112.381783	0	 
65510	EMERY	38.910301	-111.251999	0	 
65511	LAKSDST2	40.332001	-111.756897	0	 
65515	EMERY	38.910309	-111.251968	0	 
65516	EMERY	38.910309	-111.251968	0	 
65520	EMMAPARK	39.791801	-110.770103	0	 
65525	ENOCH	37.764198	-113.020798	0	 
65526	ENOCH_T	37.764206	-113.020767	0	 
65530	ENTERP	37.6119	-113.660599	0	 
65531	ENTERP_V	37.611897	-113.660637	0	 
65532	ER15#2	37.092518	-113.553185	0	 
65533	ER_15	37.092518	-113.553185	0	 
65535	Tin	43.019001	-111.044899	0	 
65540	EVANSTN2	41.2719	-110.9729	0	 
65541	BXT2	40.1404	-111.607399	0	 
65542	EXXN_SC1	41.877769	-110.045105	0	 
65543	EXXN_SC2	41.877769	-110.045105	0	 
65544	EXXN_SC3	41.877769	-110.045105	0	 
65545	EXXON	41.8778	-110.045097	0	 
65548	BXT	40.14035	-111.607368	0	 
65553	FORTPRCE	37.030998	-113.563301	0	 
65554	FORTPRCE	37.031033	-113.563286	0	 
65555	FIREHOL1	41.536701	-109.272598	0	 
65556	FIREHOL2	41.536659	-109.272598	0	 
65557	ARROWHEAD2	41.536701	-109.272598	0	 
65558	ARROWHEAD	41.536659	-109.272598	0	 
65559	ARROWHEAD2	41.536659	-109.272598	0	 
65561	FISHCREK	42.714836	-111.873032	0	 
65568	FS	37.0914	-113.574699	0	 
65569	FP15	37.030998	-113.563301	0	 
65570	FRANKLIN	42.088699	-111.8218	0	 
65571	FRANKLIN	42.088741	-111.821823	0	 
65575	FRANNIE2	44.9576	-108.673401	0	 
65578	FS_TAP	37.091393	-113.574661	0	 
65579	FS_15	37.091393	-113.574661	0	 
65580	FT	41.6525	-106.189903	0	 
65583	FT_CREEK_WG	41.652534	-106.189949	0	 
65584	FT_CREEK_CL	41.652534	-106.189949	0	 
65585	FT_CREEK_LS	41.652534	-106.189949	0	 
65590	GADSBY2	40.767899	-111.930496	0	 
65595	GADSBY	40.767887	-111.930519	0	 
65600	GADSBY_1	40.767887	-111.930519	0	 
65605	GADSBY_2	40.767887	-111.930519	0	 
65610	GADSBY_3	40.767887	-111.930519	0	 
65611	GADSBYGT	40.767887	-111.930519	0	 
65612	GADSBY_4	40.767887	-111.930519	0	 
65613	GADSBY_5	40.767887	-111.930519	0	 
65614	GADSBY_6	40.767887	-111.930519	0	 
65620	GARLAND2	44.797199	-108.584	0	 
65623	GATEWAY	37.1595	-113.432198	0	 
65624	GATEWAY	37.159534	-113.432236	0	 
65625	GEMST_G1	43.42123	-112.102028	0	 
65626	ANT15#2	37.165699	-113.423698	0	 
65627	ANTI-TP	37.165653	-113.423744	0	 
65629	BWDDXTP	37.1716	-113.366798	0	 
65630	GEMST#	43.42123	-112.102028	0	 
65635	GEMSTATE	43.4212	-112.101997	0	 
65639	SIENAHLS	37.131699	-113.481697	0	 
65641	SIENAHLS	37.131721	-113.481667	0	 
65650	GILLESPE	0	0	0	 
65651	GILLESPE	0	0	0	 
65665	GOSHEN	43.309299	-112.121201	0	 
65670	GOSHEN	43.306759	-112.121109	0	 
65671	GOSHEN	43.306759	-112.121109	0	 
65672	GOSHEN	43.306759	-112.121109	0	 
65675	Goshen	43.309299	-112.121201	0	 
65680	GOSHEN	43.306759	-112.121109	0	 
65685	GOSHN_R	43.306759	-112.121109	0	 
65690	GRACE	42.536098	-111.793701	0	 
65695	GRACE	42.53606	-111.793724	0	 
65700	GRACE	42.53606	-111.793724	0	 
65705	GRACE_G3	42.53606	-111.793724	0	 
65710	GRACE_G4	42.53606	-111.793724	0	 
65715	GRACE_G5	42.53606	-111.793724	0	 
65720	GRASS	43.916401	-108.486397	0	 
65721	GRASS_CK	43.916412	-108.486351	0	 
65725	GRCYN	41.8521	-111.829002	0	 
65730	GREATDIV	42.2062	-107.875198	0	 
65731	GREATDIV	42.206154	-107.875229	0	 
65735	GREENCA	41.766899	-111.783699	0	 
